geo_name,year,seratio
Yemen,2001,54.946
Algeria,2002,97.606
Andorra,2002,101.378
Argentina,2002,100.491
Armenia,2002,104.351
Aruba,2002,98.826
Australia,2002,98.118
Austria,2002,96.199
Azerbaijan,2002,94.125
Bahamas,2002,101.646
Bahrain,2002,101.808
Barbados,2002,107.335
Belarus,2002,101.915
Belgium,2002,106.625
Belize,2002,92.616
Benin,2002,63.598
Bermuda,2002,106.165
Bolivia,2002,97.764
Botswana,2002,101.243
Brazil,2002,102.929
Brunei,2002,100.51
Bulgaria,2002,97.758
Burkina Faso,2002,72.674
Cambodia,2002,84.46
Canada,2002,100.565
Cape Verde,2002,98.684
Chad,2002,59.174
Chile,2002,99.457
Colombia,2002,103.561
Comoros,2002,82.297
"Congo, Dem. Rep.",2002,73.625
"Congo, Rep.",2002,88.927
Costa Rica,2002,101.315
Cote d'Ivoire,2002,68.551
Croatia,2002,100.904
Cuba,2002,97.532
Cyprus,2002,101.154
Czech Republic,2002,101.186
Denmark,2002,102.595
Djibouti,2002,71.516
Dominica,2002,104.957
Dominican Republic,2002,107.13
Ecuador,2002,100.022
El Salvador,2002,96.845
Equatorial Guinea,2002,82.841
Eritrea,2002,74.378
Estonia,2002,99.538
Ethiopia,2002,69.074
Fiji,2002,103.848
Finland,2002,105.614
France,2002,99.9
Georgia,2002,99.173
Germany,2002,98.727
Ghana,2002,91.894
Greece,2002,101.068
Grenada,2002,103.276
Guatemala,2002,89.918
Guinea,2002,66.846
"Hong Kong, China",2002,97.77
Hungary,2002,99.913
Iceland,2002,102.328
India,2002,81.437
Indonesia,2002,98.07
Iran,2002,94.852
Iraq,2002,78.47
Ireland,2002,103.256
Israel,2002,99.166
Italy,2002,97.064
Jamaica,2002,100.176
Japan,2002,100.404
Jordan,2002,101.879
Kazakhstan,2002,99.095
Kenya,2002,95.123
Kiribati,2002,106.679
South Korea,2002,99.923
Kuwait,2002,103.066
Kyrgyz Republic,2002,99.397
Lao,2002,82.326
Latvia,2002,99.537
Lesotho,2002,105.473
Libya,2002,103.249
Lithuania,2002,98.45
Luxembourg,2002,102.815
"Macao, China",2002,100.864
"Macedonia, FYR",2002,99.061
Malawi,2002,93.557
Malaysia,2002,103.818
Maldives,2002,102.585
Malta,2002,98.788
Marshall Islands,2002,97.591
Mauritania,2002,94.839
Mauritius,2002,100.043
Mexico,2002,100.805
Moldova,2002,101.672
Mongolia,2002,109.858
Morocco,2002,86.2
Mozambique,2002,78.192
Myanmar,2002,98.185
Namibia,2002,103.904
Nepal,2002,82.386
Netherlands,2002,97.533
New Zealand,2002,105.907
Nicaragua,2002,103.58
Niger,2002,66.212
Nigeria,2002,81.715
Norway,2002,101.066
Oman,2002,97.202
Panama,2002,100.434
Paraguay,2002,98.072
Peru,2002,97.022
Philippines,2002,102.672
Poland,2002,97.574
Portugal,2002,100.438
Qatar,2002,102.669
Romania,2002,100.341
Rwanda,2002,99.586
St. Kitts and Nevis,2002,102.287
St. Lucia,2002,106.157
St. Vincent and the Grenadines,2002,101.002
Samoa,2002,105.044
Senegal,2002,85.436
Serbia,2002,101.645
Seychelles,2002,101.937
Slovak Republic,2002,100.536
Slovenia,2002,100.087
Solomon Islands,2002,91.633
South Africa,2002,100.382
Spain,2002,102.923
Sri Lanka,2002,103.05
Sudan,2002,87.632
Suriname,2002,112.692
Swaziland,2002,95.91
Sweden,2002,112.333
Switzerland,2002,97.187
Syria,2002,92.719
Tajikistan,2002,87.665
Thailand,2002,98.92
Togo,2002,71.218
Tonga,2002,102.045
Trinidad and Tobago,2002,103.759
Tunisia,2002,97.805
Turkey,2002,82.455
Turks and Caicos Islands,2002,98.2
Uganda,2002,95.176
Ukraine,2002,100.033
United Arab Emirates,2002,103.495
United Kingdom,2002,100.787
United States,2002,100.034
Uruguay,2002,104.532
Uzbekistan,2002,97.38
Vanuatu,2002,97.779
Venezuela,2002,103.753
West Bank and Gaza,2002,103.104
Vietnam,2002,93.406
Afghanistan,2003,54.728
Albania,2003,96.639
Algeria,2003,98.453
Andorra,2003,101.456
Argentina,2003,102.496
Armenia,2003,102.519
Aruba,2003,97.681
Australia,2003,98.381
Austria,2003,96.11
Azerbaijan,2003,94.227
Bahrain,2003,99.636
Barbados,2003,107.376
Belarus,2003,101.894
Belgium,2003,105.578
Belize,2003,93.319
Benin,2003,64.754
Bermuda,2003,107.989
Bolivia,2003,98.163
Botswana,2003,101.22
Brazil,2003,103.136
Brunei,2003,101.477
Bulgaria,2003,97.67
Burkina Faso,2003,73.905
Burundi,2003,79.765
Cambodia,2003,85.506
Cameroon,2003,84.796
Cape Verde,2003,99.677
Chad,2003,59.884
Chile,2003,99.246
China,2003,99.69
Comoros,2003,82.132
"Congo, Rep.",2003,86.425
Costa Rica,2003,101.483
Croatia,2003,100.763
Cuba,2003,97.176
Cyprus,2003,101.033
Czech Republic,2003,101.029
Denmark,2003,102.738
Djibouti,2003,73.502
Dominica,2003,105.72
Dominican Republic,2003,107.313
Ecuador,2003,100.341
Egypt,2003,93.926
El Salvador,2003,98.311
Eritrea,2003,74.824
Estonia,2003,100.345
Ethiopia,2003,69.305
Fiji,2003,103.075
Finland,2003,105.221
France,2003,100.08
Georgia,2003,97.747
Germany,2003,98.458
Ghana,2003,94.354
Greece,2003,100.6
Grenada,2003,98.717
Guatemala,2003,90.439
Guinea,2003,69.271
"Hong Kong, China",2003,98.213
Hungary,2003,99.617
Iceland,2003,102.533
India,2003,89.732
Indonesia,2003,98.263
Iran,2003,94.826
Iraq,2003,81.229
Ireland,2003,102.949
Israel,2003,98.794
Italy,2003,99.059
Jamaica,2003,100.179
Japan,2003,100.272
Jordan,2003,101.897
Kazakhstan,2003,100.614
Kenya,2003,97.159
Kiribati,2003,106.584
South Korea,2003,99.606
Kuwait,2003,103.88
Kyrgyz Republic,2003,100.027
Lao,2003,82.92
Latvia,2003,98.536
Lesotho,2003,105.064
Libya,2003,101.621
Liechtenstein,2003,104.256
Lithuania,2003,98.269
Luxembourg,2003,102.564
"Macao, China",2003,100.798
"Macedonia, FYR",2003,98.949
Malawi,2003,96.178
Malaysia,2003,105.246
Maldives,2003,101.359
Mali,2003,72.097
Malta,2003,98.731
Marshall Islands,2003,104.26
Mauritania,2003,96.919
Mauritius,2003,99.704
Mexico,2003,101.619
Moldova,2003,102.133
Mongolia,2003,107.654
Montenegro,2003,99.808
Morocco,2003,87.35
Myanmar,2003,98.414
Namibia,2003,103.666
Netherlands,2003,98.018
New Zealand,2003,105.503
Nicaragua,2003,102.501
Niger,2003,67.459
Nigeria,2003,82.591
Norway,2003,100.927
Oman,2003,95.836
Pakistan,2003,73.371
Paraguay,2003,98.226
Peru,2003,97.326
Philippines,2003,102.566
Poland,2003,97.11
Portugal,2003,101.582
Qatar,2003,94.365
Romania,2003,100.398
Russia,2003,99.662
Rwanda,2003,99.36
St. Kitts and Nevis,2003,104.171
St. Lucia,2003,103.498
St. Vincent and the Grenadines,2003,100.999
Samoa,2003,105.596
Sao Tome and Principe,2003,99.989
Serbia,2003,102.382
Seychelles,2003,102.441
Slovak Republic,2003,100.154
Slovenia,2003,99.484
Solomon Islands,2003,91.625
South Africa,2003,99.931
Spain,2003,102.432
Sri Lanka,2003,103.245
Sudan,2003,88.078
Suriname,2003,110.326
Swaziland,2003,97.184
Sweden,2003,110.718
Switzerland,2003,97.015
Syria,2003,93.864
Tajikistan,2003,88.035
Thailand,2003,98.959
Togo,2003,71.967
Trinidad and Tobago,2003,101.867
Tunisia,2003,99.911
Turkey,2003,82.644
Turks and Caicos Islands,2003,97.01
Uganda,2003,94.775
Ukraine,2003,99.598
United Arab Emirates,2003,103.441
United Kingdom,2003,101.894
United States,2003,100.163
Uruguay,2003,105.616
Uzbekistan,2003,97.385
Vanuatu,2003,95.059
Venezuela,2003,103.534
West Bank and Gaza,2003,102.872
Vietnam,2003,93.571
Yemen,2003,60.278
Afghanistan,2004,40.928
Albania,2004,96.756
Algeria,2004,99.055
Andorra,2004,101.346
Argentina,2004,103.518
Armenia,2004,101.29
Aruba,2004,95.303
Australia,2004,97.692
Austria,2004,96.125
Azerbaijan,2004,95.326
Bahamas,2004,98.667
Bahrain,2004,97.921
Barbados,2004,107.192
Belarus,2004,100.206
Belgium,2004,98.026
Belize,2004,92.918
Benin,2004,66.872
Bermuda,2004,110.9
Botswana,2004,100.63
Brazil,2004,101.851
Brunei,2004,101.119
Bulgaria,2004,96.679
Burkina Faso,2004,76.846
Burundi,2004,81.907
Cambodia,2004,87.046
Cameroon,2004,84.086
Cape Verde,2004,100.151
Chad,2004,59.691
Chile,2004,98.184
Colombia,2004,103.752
Comoros,2004,84.273
"Congo, Rep.",2004,91.471
Costa Rica,2004,101.449
Cuba,2004,98.708
Cyprus,2004,101.149
Czech Republic,2004,100.301
Denmark,2004,102.304
Djibouti,2004,75.272
Dominica,2004,103.731
Dominican Republic,2004,102.621
Ecuador,2004,99.797
Egypt,2004,94.649
El Salvador,2004,98.592
Eritrea,2004,70.733
Estonia,2004,100.084
Ethiopia,2004,72.78
Fiji,2004,102.284
Finland,2004,101.987
France,2004,99.922
Georgia,2004,97.087
Germany,2004,98.493
Ghana,2004,91.203
Greece,2004,99.544
Grenada,2004,101.345
Guatemala,2004,90.987
Guinea,2004,70.288
Guyana,2004,101.056
"Hong Kong, China",2004,98.47
Hungary,2004,98.891
Iceland,2004,100.498
India,2004,89.961
Indonesia,2004,98.582
Iran,2004,96.328
Iraq,2004,79.095
Ireland,2004,102.737
Israel,2004,99.93
Italy,2004,99.289
Jamaica,2004,100.245
Japan,2004,100.129
Jordan,2004,101.487
Kazakhstan,2004,99.058
Kenya,2004,94.059
Kiribati,2004,109.573
South Korea,2004,99.242
Kuwait,2004,104.99
Kyrgyz Republic,2004,100.067
Lao,2004,83.725
Latvia,2004,98.367
Lesotho,2004,104.072
Liechtenstein,2004,104.25
Lithuania,2004,99.214
Luxembourg,2004,102.391
"Macao, China",2004,99.592
"Macedonia, FYR",2004,98.858
Malawi,2004,98.881
Malaysia,2004,105.13
Maldives,2004,101.751
Mali,2004,74.351
Malta,2004,95.351
Marshall Islands,2004,98.73
Mauritania,2004,98.452
Mauritius,2004,99.165
Mexico,2004,101.077
"Micronesia, Fed. Sts.",2004,101.767
Moldova,2004,102.957
Mongolia,2004,106.144
Montenegro,2004,100.131
Morocco,2004,87.743
Mozambique,2004,82.003
Myanmar,2004,98.18
Namibia,2004,104.054
Netherlands,2004,97.842
New Zealand,2004,102.974
Nicaragua,2004,102.118
Niger,2004,68.028
Nigeria,2004,83.395
Norway,2004,101.422
Pakistan,2004,73.385
Palau,2004,99.724
Panama,2004,100.873
Paraguay,2004,98.623
Peru,2004,98.739
Philippines,2004,102.686
Poland,2004,100.025
Portugal,2004,101.754
Romania,2004,100.273
Rwanda,2004,100.625
St. Kitts and Nevis,2004,105.962
St. Lucia,2004,95.428
St. Vincent and the Grenadines,2004,100.029
Samoa,2004,105.754
Sao Tome and Principe,2004,98.587
Senegal,2004,89.759
Serbia,2004,102.1
Seychelles,2004,103.808
Slovak Republic,2004,100.583
Slovenia,2004,99.953
Solomon Islands,2004,93.138
South Africa,2004,99.849
Spain,2004,102.888
Sudan,2004,88.221
Swaziland,2004,95.361
Sweden,2004,101.353
Switzerland,2004,96.501
Syria,2004,94.3
Tajikistan,2004,88.454
Thailand,2004,102.053
Timor-Leste,2004,94.25
Togo,2004,73.304
Tonga,2004,99.402
Trinidad and Tobago,2004,101.014
Turkey,2004,85.732
Turks and Caicos Islands,2004,101.12
Uganda,2004,95.164
Ukraine,2004,98.775
United Arab Emirates,2004,101.966
United Kingdom,2004,101.541
United States,2004,100.683
Uruguay,2004,105.594
Uzbekistan,2004,96.632
Vanuatu,2004,94.62
Venezuela,2004,103.318
West Bank and Gaza,2004,102.681
Vietnam,2004,94.637
Yemen,2004,62.355
Afghanistan,2005,55.451
Algeria,2005,99.339
Andorra,2005,102.628
Argentina,2005,103.818
Armenia,2005,102.289
Aruba,2005,96.367
Australia,2005,99.172
Austria,2005,96.5
Azerbaijan,2005,95.151
Bahamas,2005,98.897
Bahrain,2005,98.435
Barbados,2005,107.273
Belarus,2005,100.336
Belgium,2005,97.945
Benin,2005,69.994
Bermuda,2005,108.901
Bhutan,2005,93.907
Botswana,2005,100.65
Brazil,2005,102.851
Brunei,2005,101.268
Bulgaria,2005,96.552
Burkina Faso,2005,78.407
Burundi,2005,83.881
Cambodia,2005,88.333
Cameroon,2005,82.616
Canada,2005,98.439
Cape Verde,2005,100.981
Chad,2005,61.056
Chile,2005,98.256
Colombia,2005,103.375
Comoros,2005,84.368
Costa Rica,2005,101.382
Croatia,2005,101.899
Cuba,2005,98.94
Cyprus,2005,100.908
Czech Republic,2005,100.448
Denmark,2005,101.728
Djibouti,2005,75.629
Dominica,2005,103.56
Dominican Republic,2005,103.6
Ecuador,2005,100.031
El Salvador,2005,98.748
Eritrea,2005,71.783
Estonia,2005,99.817
Ethiopia,2005,77.458
Finland,2005,101.987
France,2005,99.711
Georgia,2005,96.781
Germany,2005,98.511
Ghana,2005,92.522
Greece,2005,98.573
Guatemala,2005,91.612
Guinea,2005,72.567
Guyana,2005,102.187
"Hong Kong, China",2005,98.767
Hungary,2005,98.717
Iceland,2005,99.931
India,2005,90.286
Indonesia,2005,97.318
Iran,2005,96.972
Ireland,2005,103.462
Israel,2005,100.017
Italy,2005,99.111
Jamaica,2005,100.182
Japan,2005,100.073
Jordan,2005,101.604
Kazakhstan,2005,99.069
Kenya,2005,95.825
Kiribati,2005,106.906
South Korea,2005,98.988
Kuwait,2005,103.556
Kyrgyz Republic,2005,99.471
Lao,2005,84.044
Latvia,2005,98.806
Lesotho,2005,104.179
Libya,2005,108.31
Lithuania,2005,99.408
Luxembourg,2005,102.841
"Macao, China",2005,99.517
"Macedonia, FYR",2005,98.882
Madagascar,2005,95.832
Malawi,2005,98.874
Malaysia,2005,103.971
Mali,2005,75.563
Malta,2005,96.615
Marshall Islands,2005,114.939
Mauritania,2005,100.664
Mauritius,2005,99.166
Mexico,2005,100.904
"Micronesia, Fed. Sts.",2005,102.084
Moldova,2005,102.45
Mongolia,2005,106.069
Montenegro,2005,101.099
Morocco,2005,87.821
Mozambique,2005,83.052
Myanmar,2005,100.175
Namibia,2005,103.92
Netherlands,2005,97.787
New Zealand,2005,102.962
Nicaragua,2005,101.907
Niger,2005,69.72
Nigeria,2005,84.572
Norway,2005,100.599
Pakistan,2005,75.499
Panama,2005,100.742
Paraguay,2005,98.998
Peru,2005,98.735
Philippines,2005,103.111
Poland,2005,99.025
Portugal,2005,101.761
Romania,2005,100.289
Russia,2005,98.934
Rwanda,2005,100.867
St. Kitts and Nevis,2005,102.909
St. Lucia,2005,103.03
St. Vincent and the Grenadines,2005,101.544
Sao Tome and Principe,2005,98.949
Saudi Arabia,2005,96.634
Senegal,2005,91.242
Serbia,2005,102.167
Seychelles,2005,101.279
Slovak Republic,2005,100.378
Slovenia,2005,99.614
Solomon Islands,2005,93.013
South Africa,2005,99.704
Spain,2005,102.746
Sudan,2005,88.917
Suriname,2005,108.626
Swaziland,2005,96.03
Sweden,2005,99.649
Switzerland,2005,96.732
Syria,2005,94.953
Tajikistan,2005,88.323
Thailand,2005,101.141
Timor-Leste,2005,94.343
Togo,2005,74.155
Tunisia,2005,101.206
Turkey,2005,89.334
Turks and Caicos Islands,2005,99.527
Uganda,2005,95.763
Ukraine,2005,94.514
United Arab Emirates,2005,101.34
United Kingdom,2005,101.556
United States,2005,100.266
Uruguay,2005,105.473
Uzbekistan,2005,97.2
Venezuela,2005,103.246
West Bank and Gaza,2005,102.631
Vietnam,2005,96.205
Yemen,2005,65.379
Afghanistan,2006,58.101
Andorra,2006,103.266
Argentina,2006,104.027
Armenia,2006,102.923
Aruba,2006,96.8
Australia,2006,98.564
Austria,2006,96.893
Azerbaijan,2006,95.037
Bahamas,2006,99.483
Bahrain,2006,101.509
Barbados,2006,107.843
Belarus,2006,100.675
Belgium,2006,97.98
Bermuda,2006,108.132
Bhutan,2006,95.803
Bolivia,2006,98.057
Botswana,2006,100.47
Brunei,2006,101.166
Bulgaria,2006,96.633
Burkina Faso,2006,80.097
Burundi,2006,88.582
Cambodia,2006,89.233
Cameroon,2006,82.784
Canada,2006,98.618
Cape Verde,2006,103.598
Chad,2006,61.389
Chile,2006,98.616
China,2006,102.681
Colombia,2006,104.14
Costa Rica,2006,101.792
Croatia,2006,101.852
Cuba,2006,99.337
Cyprus,2006,100.742
Czech Republic,2006,100.573
Denmark,2006,101.642
Djibouti,2006,75.833
Dominica,2006,102.499
Dominican Republic,2006,104.012
Ecuador,2006,100.141
El Salvador,2006,99.077
Eritrea,2006,72.107
Estonia,2006,100.594
Ethiopia,2006,80.528
Fiji,2006,103.907
Finland,2006,102.058
France,2006,99.609
Georgia,2006,100.267
Germany,2006,98.296
Ghana,2006,94.462
Greece,2006,98.616
Guatemala,2006,92.237
Guinea,2006,74.398
Honduras,2006,105.632
"Hong Kong, China",2006,98.717
Hungary,2006,98.823
Iceland,2006,100.949
India,2006,90.344
Indonesia,2006,97.892
Iran,2006,97.539
Ireland,2006,102.886
Israel,2006,100.277
Italy,2006,99.151
Japan,2006,100.073
Jordan,2006,102.692
Kazakhstan,2006,99.196
Kenya,2006,96.033
Kiribati,2006,107.164
South Korea,2006,98.787
Kuwait,2006,103.998
Kyrgyz Republic,2006,99.593
Lao,2006,85.014
Latvia,2006,99.228
Lebanon,2006,102.989
Lesotho,2006,104.167
Libya,2006,106.042
Liechtenstein,2006,107.759
Lithuania,2006,99.624
Luxembourg,2006,102.284
"Macao, China",2006,100.276
Madagascar,2006,96.077
Malawi,2006,100.047
Mali,2006,76.926
Marshall Islands,2006,100.177
Mauritania,2006,99.394
Mauritius,2006,99.051
Mexico,2006,101.158
Moldova,2006,102.707
Mongolia,2006,105.552
Montenegro,2006,100.826
Mozambique,2006,84.741
Myanmar,2006,99.763
Namibia,2006,104.638
Netherlands,2006,97.966
New Zealand,2006,102.286
Nicaragua,2006,102.07
Niger,2006,70.606
Nigeria,2006,85.524
Norway,2006,100.169
Pakistan,2006,76.837
Panama,2006,101.298
Paraguay,2006,99.265
Peru,2006,99.027
Philippines,2006,102.757
Poland,2006,98.636
Portugal,2006,101.314
Romania,2006,99.953
Russia,2006,98.667
Rwanda,2006,102.517
St. Lucia,2006,100.559
Sao Tome and Principe,2006,99.526
Senegal,2006,92.908
Serbia,2006,102.435
Slovak Republic,2006,100.403
Slovenia,2006,99.747
Solomon Islands,2006,93.625
South Africa,2006,99.574
Spain,2006,102.644
Sudan,2006,89.339
Suriname,2006,109.348
Swaziland,2006,95.8
Sweden,2006,99.676
Switzerland,2006,96.762
Syria,2006,95.673
Tajikistan,2006,87.842
Tanzania,2006,96.535
Thailand,2006,102.438
Togo,2006,75.342
Tonga,2006,98.106
Tunisia,2006,101.372
Turkey,2006,90.095
Uganda,2006,96.848
Ukraine,2006,98.69
United Arab Emirates,2006,102.223
United Kingdom,2006,101.828
United States,2006,99.999
Uruguay,2006,105.656
Uzbekistan,2006,97.498
Venezuela,2006,102.993
West Bank and Gaza,2006,103.771
Vietnam,2006,97.663
Afghanistan,2007,57.611
Andorra,2007,101.891
Antigua and Barbuda,2007,96.519
Argentina,2007,104.47
Armenia,2007,103.472
Aruba,2007,97.656
Australia,2007,98.861
Austria,2007,96.908
Azerbaijan,2007,97.53
Bahamas,2007,100.78
Barbados,2007,108.52
Belarus,2007,101.132
Belgium,2007,97.915
Bolivia,2007,98.486
Bosnia and Herzegovina,2007,102.092
Botswana,2007,99.985
Brunei,2007,101.164
Bulgaria,2007,96.66
Burkina Faso,2007,81.931
Burundi,2007,89.999
Cambodia,2007,89.803
Canada,2007,98.604
Cape Verde,2007,104.441
Chad,2007,64.205
Chile,2007,98.623
China,2007,103.207
Colombia,2007,104.509
"Congo, Dem. Rep.",2007,73.848
Costa Rica,2007,101.456
Croatia,2007,102.046
Cuba,2007,98.586
Cyprus,2007,100.612
Czech Republic,2007,100.492
Denmark,2007,101.558
Djibouti,2007,79.441
Dominica,2007,102.065
Dominican Republic,2007,103.552
Ecuador,2007,100.23
El Salvador,2007,101.422
Eritrea,2007,77.853
Estonia,2007,100.919
Ethiopia,2007,82.591
Fiji,2007,104.416
Finland,2007,102.231
France,2007,99.628
Germany,2007,98.303
Ghana,2007,95.456
Greece,2007,97.356
Grenada,2007,97.932
Guatemala,2007,92.958
Guinea,2007,76.107
Guyana,2007,101.883
Honduras,2007,106.488
"Hong Kong, China",2007,99.36
Hungary,2007,98.92
Iceland,2007,103.076
India,2007,92.181
Indonesia,2007,97.549
Iran,2007,100.142
Iraq,2007,81.385
Ireland,2007,102.883
Israel,2007,100.676
Italy,2007,98.813
Jamaica,2007,100.714
Japan,2007,100.04
Jordan,2007,102.918
Kazakhstan,2007,99.41
Kenya,2007,95.14
Kiribati,2007,109.032
South Korea,2007,98.74
Kuwait,2007,103.075
Kyrgyz Republic,2007,99.722
Lao,2007,85.899
Latvia,2007,99.621
Lebanon,2007,103.739
Lesotho,2007,104.987
Liechtenstein,2007,104.312
Lithuania,2007,99.587
Luxembourg,2007,101.789
"Macao, China",2007,98.227
"Macedonia, FYR",2007,98.655
Madagascar,2007,96.576
Malawi,2007,99.813
Mali,2007,78.92
Malta,2007,100.348
Marshall Islands,2007,99.019
Mauritania,2007,100.409
Mauritius,2007,99.167
Mexico,2007,101.479
Moldova,2007,101.683
Montenegro,2007,100.394
Morocco,2007,88.69
Mozambique,2007,85.501
Namibia,2007,104.374
Netherlands,2007,98.038
New Zealand,2007,101.316
Nicaragua,2007,102.349
Nigeria,2007,86.152
Norway,2007,99.471
Pakistan,2007,78.694
Panama,2007,100.992
Paraguay,2007,99.237
Peru,2007,99.116
Philippines,2007,102.326
Poland,2007,98.693
Portugal,2007,100.311
Romania,2007,99.293
Russia,2007,98.257
Rwanda,2007,100.895
St. Kitts and Nevis,2007,100.449
St. Lucia,2007,101.312
St. Vincent and the Grenadines,2007,101.926
Sao Tome and Principe,2007,101.241
Serbia,2007,101.898
Seychelles,2007,105.937
Slovak Republic,2007,100.458
Slovenia,2007,99.269
Solomon Islands,2007,93.585
Somalia,2007,53.434
South Africa,2007,99.487
Spain,2007,102.817
Sudan,2007,87.652
Suriname,2007,108.868
Swaziland,2007,92.745
Sweden,2007,99.528
Switzerland,2007,97.054
Syria,2007,97.448
Tajikistan,2007,88.711
Thailand,2007,103.174
Togo,2007,75.18
Turkey,2007,91.017
Uganda,2007,96.734
Ukraine,2007,99.551
United Kingdom,2007,101.543
United States,2007,100.195
Uruguay,2007,97.904
Uzbekistan,2007,98.037
Venezuela,2007,102.562
West Bank and Gaza,2007,104.055
Vietnam,2007,99.204
Afghanistan,2008,59.654
Albania,2008,98.834
Andorra,2008,101.666
Angola,2008,84.252
Antigua and Barbuda,2008,94.633
Argentina,2008,105.017
Armenia,2008,102.746
Aruba,2008,98.699
Australia,2008,98.558
Austria,2008,96.685
Azerbaijan,2008,98.12
Bahamas,2008,100.504
Barbados,2008,108.14
Belarus,2008,97.768
Belgium,2008,98.127
Bhutan,2008,98.51
Bolivia,2008,98.687
Bosnia and Herzegovina,2008,101.787
Botswana,2008,100.505
Brunei,2008,101.335
Bulgaria,2008,97.464
Burkina Faso,2008,84.1
Burundi,2008,91.298
Cambodia,2008,90.992
Cameroon,2008,84.187
Canada,2008,98.633
Cape Verde,2008,101.187
Chad,2008,63.638
Chile,2008,98.524
China,2008,103.925
Colombia,2008,104.238
"Congo, Dem. Rep.",2008,76.229
Costa Rica,2008,101.852
Croatia,2008,102.26
Cuba,2008,98.507
Cyprus,2008,100.065
Czech Republic,2008,100.487
Denmark,2008,101.718
Djibouti,2008,79.987
Dominica,2008,100.375
Dominican Republic,2008,102.916
Ecuador,2008,101.511
El Salvador,2008,98.768
Eritrea,2008,77.315
Estonia,2008,101.05
Ethiopia,2008,85.094
Fiji,2008,103.089
Finland,2008,102.261
France,2008,99.575
Gambia,2008,100.765
Georgia,2008,96.659
Germany,2008,97.941
Ghana,2008,95.819
Grenada,2008,93.056
Guatemala,2008,93.693
Guinea,2008,76.89
Guyana,2008,105.198
Honduras,2008,107.337
"Hong Kong, China",2008,99.962
Hungary,2008,98.316
Iceland,2008,101.902
India,2008,94.85
Indonesia,2008,97.983
Ireland,2008,102.983
Israel,2008,101.183
Italy,2008,98.695
Jamaica,2008,100.257
Japan,2008,100.002
Jordan,2008,102.486
Kazakhstan,2008,98.994
Kenya,2008,95.841
Kiribati,2008,106.948
South Korea,2008,98.9
Kuwait,2008,105.15
Kyrgyz Republic,2008,99.686
Lao,2008,87.124
Latvia,2008,99.599
Lebanon,2008,103.402
Lesotho,2008,105.408
Liechtenstein,2008,102.303
Lithuania,2008,99.503
Luxembourg,2008,101.961
"Macao, China",2008,97.204
"Macedonia, FYR",2008,98.56
Madagascar,2008,96.624
Malawi,2008,99.367
Mali,2008,79.361
Malta,2008,98.127
Marshall Islands,2008,103.106
Mauritania,2008,101.648
Mauritius,2008,99.212
Mexico,2008,101.932
Moldova,2008,101.387
Montenegro,2008,108.598
Mozambique,2008,86.588
Netherlands,2008,98.23
New Zealand,2008,102.629
Nicaragua,2008,102.328
Nigeria,2008,87.881
Norway,2008,99.065
Pakistan,2008,79.051
Panama,2008,101.08
Paraguay,2008,99.473
Peru,2008,99.427
Philippines,2008,101.899
Poland,2008,98.859
Portugal,2008,99.495
Qatar,2008,112.793
Romania,2008,98.949
Russia,2008,97.918
Rwanda,2008,100.996
St. Kitts and Nevis,2008,103.357
St. Lucia,2008,100.136
St. Vincent and the Grenadines,2008,99.977
Sao Tome and Principe,2008,99.927
Saudi Arabia,2008,93.903
Senegal,2008,95.92
Serbia,2008,101.752
Seychelles,2008,107.543
Slovak Republic,2008,100.551
Slovenia,2008,99.285
South Africa,2008,99.17
Spain,2008,102.54
Sudan,2008,89.191
Suriname,2008,107.661
Sweden,2008,99.452
Switzerland,2008,97.333
Syria,2008,98.493
Tajikistan,2008,90.531
Thailand,2008,103.07
Timor-Leste,2008,95.969
Trinidad and Tobago,2008,100.772
Tunisia,2008,101.15
Turkey,2008,92.957
Uganda,2008,97.395
Ukraine,2008,98.755
United Kingdom,2008,101.189
United States,2008,99.931
Uruguay,2008,103.893
Uzbekistan,2008,98.342
Vanuatu,2008,98.992
Venezuela,2008,102.18
West Bank and Gaza,2008,104.4
Yemen,2008,72.39
Afghanistan,2009,62.131
Albania,2009,99.938
Algeria,2009,98.443
Andorra,2009,102.23
Angola,2009,83.404
Antigua and Barbuda,2009,97.254
Argentina,2009,104.369
Armenia,2009,101.831
Aruba,2009,97.945
Australia,2009,97.624
Austria,2009,96.714
Azerbaijan,2009,101.197
Bahamas,2009,102.375
Barbados,2009,107.025
Belarus,2009,97.717
Belgium,2009,98.207
Bhutan,2009,100.805
Bosnia and Herzegovina,2009,102.267
Botswana,2009,99.823
Brunei,2009,101.667
Bulgaria,2009,97.42
Burkina Faso,2009,85.653
Burundi,2009,92.662
Cameroon,2009,85.544
Canada,2009,98.786
Cape Verde,2009,103.607
Central African Republic,2009,68.58
Chad,2009,63.646
Chile,2009,98.82
China,2009,104.76
Colombia,2009,104.503
"Congo, Dem. Rep.",2009,77.233
Costa Rica,2009,101.943
Croatia,2009,102.404
Cuba,2009,98.542
Cyprus,2009,100.186
Czech Republic,2009,100.528
Denmark,2009,101.212
Djibouti,2009,81.712
Dominica,2009,103.664
Dominican Republic,2009,96.495
Egypt,2009,95.793
El Salvador,2009,98.348
Eritrea,2009,77.424
Estonia,2009,100.504
Ethiopia,2009,87.918
Fiji,2009,103.668
Finland,2009,102.394
France,2009,99.685
Gambia,2009,100.664
Germany,2009,96.046
Ghana,2009,95.864
Grenada,2009,96.822
